zcta,state_abbr,final_rank,investment_category_sf,composite_score,projected_delta_2023_2030,target_proxy_2023,target_proxy_2030_projection,median_hh_income_2019,pop_25_44_2019,hh_over_100k_2019
11365,NY,1059,Watch,0.2712630955268899,810.7700624970764,1646.8839058671228,2457.6539683641995,67642,11671,5110
32738,FL,1060,Watch,0.27121213348767254,952.6276834555318,1279.3396549589336,2231.9673384144653,53961,12741,2368
91711,CA,1061,Watch,0.2711926521910459,593.746806925162,1609.799243433321,2203.5460503584827,101270,7783,6092
76548,TX,1062,Watch,0.2711426009881799,811.1454283907836,1322.0530071663995,2133.198435557183,74436,9033,3127
89801,NV,1063,Watch,0.2710277465440645,749.1452309411034,1315.7830456463366,2064.92827658744,83878,7997,3456
95121,CA,1064,Watch,0.2709505883996647,562.1097666209115,1585.7092827949164,2147.819049415828,106394,9961,5159
90293,CA,1065,Watch,0.2706763797262476,540.1970462799391,1755.9924906132667,2296.1895368932055,105865,5635,3612
92802,CA,1066,Watch,0.270659496273997,875.4649651146609,1516.136138953728,2391.601104068389,60170,12802,3079
37932,TN,1067,Watch,0.27064277456696423,721.7117019222806,1325.5413630518647,2047.2530649741452,87532,5078,2998
84414,UT,1068,Watch,0.2705052013160737,706.3008108017854,1532.6123527998077,2238.913163601593,85336,8516,3676
30345,GA,1069,Watch,0.27030074871777127,727.2347639436476,1577.660888671875,2304.8956526155225,81044,9300,4048
95829,CA,1070,Watch,0.2702969396880597,669.2106346201014,1411.9272553394962,2081.1378899595975,93377,7620,3889
33326,FL,1071,Watch,0.2702949776203786,674.1792127535557,1385.0508292383292,2059.2300419918847,93197,7941,4903
33558,FL,1072,Watch,0.2701631054789437,739.3458499062451,1398.7191381987577,2138.064988105003,82928,5663,3973
28104,NC,1073,Watch,0.27013591544998666,553.8929413920852,1664.4088098918085,2218.3017512838937,105333,6957,5565
94518,CA,1074,Watch,0.27010862236066696,634.56293994621,1533.9640990520131,2168.5270389982234,95875,7781,5054
84770,UT,1075,Watch,0.2700485738398039,934.0825804607086,1299.5575953923685,2233.6401758530774,55448,9585,3188
94580,CA,1076,Watch,0.2700420473333166,657.6127005102234,1339.2426730409477,1996.855373551171,96493,9179,4236
30269,GA,1077,Watch,0.27003882149999225,590.8037699892125,1664.403600900225,2255.2073708894377,99665,7567,6844
33716,FL,1078,Watch,0.26975485854322356,934.1860323956275,1221.9114503816793,2156.097482777307,56867,8259,1882
92253,CA,1079,Watch,0.2697281142200368,742.2924897834564,1544.7433452626628,2287.0358350461192,79027,7962,6395
11364,NY,1080,Watch,0.2697251068084009,720.1508401889987,1561.2208583903123,2281.3716985793108,82028,8867,5756
30087,GA,1081,Watch,0.26953599592667876,789.1146645293786,1329.9134948096887,2119.0281593390673,76376,9139,5202
90274,CA,1082,Watch,0.269519179057869,222.64766186589534,969.2384344485353,1191.8860963144307,169919,3461,6373
90041,CA,1083,Watch,0.2695176696829972,690.4926319921319,1579.5939453767687,2270.0865773689006,85971,8143,4201
92544,CA,1084,Watch,0.26929557222682304,940.105231600445,1356.3755948465973,2296.480826447042,52744,12377,3180
33185,FL,1085,Watch,0.26927572642179065,731.9422828363147,1120.0374948496087,1851.9797776859234,89327,8693,3666
92139,CA,1086,Watch,0.2691963376507779,814.2145810988886,1459.5519263944796,2273.7665074933684,69541,10727,3280
92629,CA,1087,Watch,0.26899829310262097,613.8092693721355,1455.9109474005647,2069.7202167727,99838,5514,5910
95677,CA,1088,Watch,0.26898344735251745,672.1471996443341,1607.6633533058566,2279.810552950191,87742,6570,3970
33713,FL,1089,Watch,0.2689544464318265,886.8069695432735,1522.9691220354955,2409.776091578769,56999,9805,3004
84032,UT,1090,Watch,0.2688574294953787,794.0807448441597,1044.746051800379,1838.8267966445387,81199,6257,2729
91352,CA,1091,Watch,0.2688283587978506,916.2149262066958,1303.1173704851255,2219.3322966918213,57145,13236,3239
78728,TX,1092,Watch,0.268638939287309,811.4329846909309,2018.414811771736,2829.847796462667,57590,8693,2583
84092,UT,1093,Watch,0.2685927958202785,499.34352043943727,1352.2539592358496,1851.5974796752869,119090,6591,5438
79118,TX,1094,Watch,0.2684685713510258,804.8975409526865,1243.1515394717642,2048.049080424451,75021,6518,2561
91792,CA,1095,Watch,0.2682411705340816,741.1509900189172,1315.8271077908219,2056.978097809739,82954,8730,3327
90029,CA,1096,Watch,0.26815818083517085,967.1754586567511,1626.4285249778304,2593.6039836345817,41998,13546,2237
75230,TX,1097,Watch,0.26809520519719976,617.3831039040424,1783.8028469750889,2401.1859508791313,91596,6143,6243
89511,NV,1098,Watch,0.26805425601843885,543.2510061554212,1847.0152247302574,2390.266230885679,101448,5910,5640
84403,UT,1099,Watch,0.2680461421767617,798.1056172593164,1679.7741918161314,2477.879809075448,66394,10311,3849
92881,CA,1100,Watch,0.26793179510497167,566.2613719004979,1378.2867004602147,1944.5480723607125,107886,8135,5339
80919,CO,1101,Watch,0.26788906092393333,594.4899685621823,1764.503576745706,2358.9935453078883,95320,6629,5278
95301,CA,1102,Watch,0.26769419982596643,896.6996344967083,1222.447727379997,2119.1473618767054,60958,11297,3179
90605,CA,1103,Watch,0.2676911767713852,743.4856098363472,1497.4379461554151,2240.9235559917624,78297,11238,4078
10704,NY,1104,Watch,0.2676298109479494,722.3309766091287,1790.9577942469539,2513.2887708560825,75182,8858,4401
11762,NY,1105,Watch,0.26758314579824805,390.25449184390754,1465.5995901456765,1855.854081989584,132426,4782,4824
94618,CA,1106,Watch,0.26755545025189736,155.20287713866384,1485.2591273374887,1640.4620044761525,167606,5074,5080
76182,TX,1107,Watch,0.2675132863254974,635.8914529618104,1612.9168372818563,2248.8082902436668,91998,7240,5091
91006,CA,1108,Watch,0.26741923415139107,573.5221131186643,1526.5467202392076,2100.068833357872,103224,7531,5457
85023,AZ,1109,Watch,0.26739562936538536,885.9672673907352,1493.409730041865,2379.3769974326,56564,10668,3173
30909,GA,1110,Watch,0.2673730389337745,919.4017861409609,1457.51624388073,2376.918030021691,52247,12862,3352
80223,CO,1111,Watch,0.2673708447647469,916.4600812175213,1358.994802282919,2275.4548835004402,54797,8171,2159
34212,FL,1112,Watch,0.2672791819294749,687.2290747516511,1038.950259533249,1726.1793342849,96307,3696,3607
80018,CO,1113,Watch,0.2672667772799773,592.8872493361315,1275.2917274797128,1868.1789768158442,105543,4721,2153
76513,TX,1114,Watch,0.26724749199654596,792.0163481161544,1660.173180247464,2452.1895283636186,67124,9310,4238
77075,TX,1115,Watch,0.2671849609720416,959.6632357695745,1044.9932946454696,2004.656530415044,54819,13394,2557
10804,NY,1116,Watch,0.26709840100640775,172.7712406035575,652.3826503808773,825.1538909844348,182396,2674,3979
11552,NY,1117,Watch,0.2669978274018711,474.17140143728477,1320.2533297508924,1794.4247311881772,122367,5914,4114
90254,CA,1118,Watch,0.2669880393036264,304.0171227926544,1855.647132169576,2159.66425496223,136702,7431,5766
91791,CA,1119,Watch,0.266908505580676,712.8083094298238,1395.2858557666336,2108.0941651964577,84530,8848,4366
77009,TX,1120,Watch,0.2668563290069972,795.4824192215286,2127.2232531088152,2922.705672330344,56316,11808,4507
28803,NC,1121,Watch,0.2668102285706653,912.1392660599664,1452.5334100719426,2364.672676131909,53023,10071,3593
81623,CO,1122,Watch,0.2668083774615361,758.3838321546276,973.3610618386446,1731.7448939932722,86565,5520,2533
95117,CA,1123,Watch,0.2666691018612847,588.5710275627207,1743.7543708180444,2332.3253983807654,95726,10643,5104
94706,CA,1124,Watch,0.26665214983634755,584.1018461440192,1553.310553548765,2137.412399692784,100461,6852,4008
95825,CA,1125,Watch,0.2665750458474988,1003.051224202878,1384.714486069531,2387.765710272409,40515,12659,2773
90404,CA,1126,Watch,0.26657096503163463,721.9118708116948,1598.7882959660853,2320.7001667777804,78542,8275,3899
30134,GA,1127,Watch,0.26640063938798475,906.6918450452556,1382.113465129757,2288.805310175013,55040,11431,3545
77092,TX,1128,Watch,0.2660976906473919,995.2891043049267,1468.4424485283957,2463.7315528333224,39536,12138,2013
11001,NY,1129,Watch,0.26592514632411063,513.2100415442795,1429.2186357626197,1942.4286773068993,113300,6343,5162
80110,CO,1130,Watch,0.2659031092209576,852.0605664887336,1544.4593059936908,2396.5198724824245,59468,7892,2232
78023,TX,1131,Watch,0.26587218553025804,473.1658358389418,1258.972223193983,1732.1380590329247,122967,7029,5505
33134,FL,1132,Watch,0.26586341547527126,744.047690102855,1869.0780518179602,2613.125741920815,68868,11356,5719
92203,CA,1133,Watch,0.26577698027961194,786.4310725428647,1432.4747011773165,2218.905773720181,71711,8279,3919
92610,CA,1134,Watch,0.2657667429945889,463.4313170745497,1029.33090578061,1492.7622228551597,129270,5259,3777
85355,AZ,1135,Watch,0.265740567401814,757.4103995340572,709.5716213177424,1466.9820208517995,91533,3689,1604
85742,AZ,1136,Watch,0.2657188214913847,729.2250199618087,1499.4635406318298,2228.6885605936386,78904,7448,3713
30078,GA,1137,Watch,0.26562153551623674,776.3602715172204,1528.2478497112643,2304.608121228485,71071,9101,3585
85021,AZ,1138,Watch,0.2655481536708608,989.8869006533214,1254.2991055813723,2244.1860062346937,44511,13028,3409
11725,NY,1139,Watch,0.2655125224763472,360.6045426567412,1532.9798278829603,1893.5843705397015,133893,5397,6176
28409,NC,1140,Watch,0.265492208292933,660.165332601753,1742.7979893182533,2402.9633219200064,83995,7776,5502
85335,AZ,1141,Watch,0.26546685121279384,930.6091175125474,1030.488903776903,1961.0980212894506,58216,10869,1701
77489,TX,1142,Watch,0.2653914405476865,828.7672449438211,1261.8875403287757,2090.6547852725967,68646,10472,3480
31322,GA,1143,Watch,0.265362765867298,692.2047422894301,1582.0177731312076,2274.2225154206376,82477,7842,3803
85331,AZ,1144,Watch,0.2653283435936427,592.8142099717076,1166.2003389192244,1759.014548890932,106401,5361,6422
37923,TN,1145,Watch,0.2652830196396108,857.5709311035697,1367.1437455464145,2224.714676649984,61948,9320,3548
77598,TX,1146,Watch,0.26505247677337285,918.9640654824054,1164.0275546212179,2082.991620103623,56809,9566,1868
95361,CA,1147,Watch,0.26495484687115545,781.350452965888,1410.8691468707173,2192.219599836605,72313,8684,4561
33328,FL,1148,Watch,0.26490838387665755,630.4394755216821,1547.504850403349,2177.944325925031,92227,7491,4666
28562,NC,1149,Watch,0.2647923412615639,835.1148407524014,1555.6506256758844,2390.765466428286,60946,9584,4619
33617,FL,1150,Watch,0.26476325063334555,1026.4504631125612,1192.0127192982457,2218.463182410807,39700,15030,2542
91316,CA,1151,Watch,0.2647525776759173,731.9139246189657,1535.8777268686315,2267.791651487597,76978,9124,4881
33155,FL,1152,Watch,0.2646963797190148,772.0603279878046,1636.5512252799479,2408.6115532677522,68699,13134,5104
30032,GA,1153,Watch,0.2646523716932944,989.4545128060313,1413.6151079136691,2403.0696207197007,40485,14927,2234
94585,CA,1154,Watch,0.2642396661791473,724.873589539074,1292.7895186070332,2017.6631081461073,82848,8648,3530
75254,TX,1155,Watch,0.26408691717048394,891.9280859923296,1446.818611796095,2338.7466977884246,54122,10491,2187
84115,UT,1156,Watch,0.2640534465007952,949.5874999642622,1335.857590369927,2285.4450903341894,47730,10081,1607
90601,CA,1157,Watch,0.2640204257212652,734.4280177656835,1503.323247571541,2237.7512653372246,76732,9686,4101
90024,CA,1158,Watch,0.2639725027955767,816.07486850122,1431.6000000000001,2247.67486850122,65855,10007,6413
32404,FL,1159,Watch,0.2639311499806959,906.8868077733932,1356.6995749934706,2263.5863827668636,53662,10888,2800
32459,FL,1160,Watch,0.26390759874136,763.852003357702,1055.152280130293,1819.004283487995,81766,4370,2657
91773,CA,1161,Watch,0.2638289624899295,663.5300833557387,1556.1296694872776,2219.6597528430166,86201,8461,4996
95661,CA,1162,Watch,0.26368213743347724,634.5593035889166,1727.1711402190251,2361.730443807942,86823,7532,5200
94559,CA,1163,Watch,0.26351011465843743,712.7132878780585,1628.2790355038092,2340.9923233818677,76961,8112,3858
79763,TX,1164,Watch,0.26341735811677786,942.542871917633,1059.192184184873,2001.735056102506,54224,10951,2437
81301,CO,1165,Watch,0.26335721153728026,783.604642133801,1350.3570855078283,2133.9617276416293,72041,8805,4177
11367,NY,1166,Watch,0.26317963644066267,823.0261354591823,1461.9257285003555,2284.951863959538,63546,10691,4320
90713,CA,1167,Watch,0.2631677438092518,528.2110248633535,1707.3233740335163,2235.53439889687,102970,7741,4698
93552,CA,1168,Watch,0.26311453381288075,828.0182637010724,1322.1154363027583,2150.1337000038307,65728,9875,2426
10030,NY,1169,Watch,0.263056815793272,1040.435644208764,907.8191091907345,1948.2547533994984,42348,11221,2687
84405,UT,1170,Watch,0.2630460528571396,787.4963770538048,1456.9250236179896,2244.4214006717943,68935,8806,3222
78735,TX,1171,Watch,0.2630007743655437,507.50501469761394,2038.2760540970564,2545.7810687946703,98906,5499,3738
13027,NY,1172,Watch,0.26288834768670427,703.8022086648731,1640.918513893225,2344.7207225580983,77565,7934,5278
33461,FL,1173,Watch,0.26283671654079754,984.3485155442572,1215.2961722002233,2199.6446877444805,44107,14322,1846
78255,TX,1174,Watch,0.26278964713429076,484.37036110789086,1002.1605456453306,1486.5309067532214,124397,3685,2698
84057,UT,1175,Watch,0.26278229459052,881.1392583858067,1225.3732057416269,2106.5124641274333,59491,11585,2854
91364,CA,1176,Watch,0.2626839392806575,513.9477993002931,1638.8291117158608,2152.776911016154,106225,7329,5701
94903,CA,1177,Watch,0.2626818777466929,546.0772513201393,1431.6357796691827,1977.713030989322,105783,6439,6517
11795,NY,1178,Watch,0.2626067816010185,408.30236207493533,1474.391094442006,1882.6934565169413,125691,5482,4776
78602,TX,1179,Watch,0.26244240613530334,831.92000293292,1370.2956463421451,2202.215649275065,63592,7815,2927
92008,CA,1180,Watch,0.262441709841515,639.4953128700568,1748.4005125058648,2387.8958253759215,84671,7331,4904
75252,TX,1181,Watch,0.26217645541366896,773.5378610218494,1799.9110877192982,2573.4489487411474,63053,8704,4137
29621,SC,1182,Watch,0.2621638888970693,829.0082296543083,1474.199559134464,2303.207788788772,61599,8716,4516
32801,FL,1183,Watch,0.26177647150140104,801.578119305592,1857.5107993354254,2659.0889186410177,57266,6124,2150
91763,CA,1184,Watch,0.2615078385946835,877.8891394915455,1067.303318672531,1945.1924581640765,62386,11719,2562
76126,TX,1185,Watch,0.2614959949852567,635.280420496546,1362.8208333333334,1998.1012538298794,92827,6409,3935
32810,FL,1186,Watch,0.26148967720472654,948.6456300244726,1081.064131225254,2029.7097612497264,51355,13070,2065
84663,UT,1187,Watch,0.2613320027118508,795.0020026722074,1301.4404134971717,2096.442416169379,69808,9318,2673
32312,FL,1188,Watch,0.2612571981225591,571.6484280047293,1452.989426265407,2024.6378542701364,100360,6706,6291
32095,FL,1189,Watch,0.2612366193400415,817.1615963302362,897.2587309135098,1714.420327243746,75016,2881,1800
91355,CA,1190,Watch,0.2611018431505171,568.6499188054195,1686.8825103381175,2255.5324291435372,95696,7846,5600
95742,CA,1191,Watch,0.2610972298296632,405.85584686548304,1112.7227236446245,1518.5785705101075,132636,4375,2450
77566,TX,1192,Watch,0.2610956982399481,673.607169265074,1499.9007219616065,2173.5078912266804,83782,8175,4816
91356,CA,1193,Watch,0.26105107103893244,684.6964649566152,1740.2898179103508,2424.986282866966,76929,7929,4824
92865,CA,1194,Watch,0.2610490873484014,545.7181354981976,1454.2642484567164,1999.982383954914,104103,6462,3432
91007,CA,1195,Watch,0.2609852990933383,676.1363103617318,1469.4979632479406,2145.634273609672,83964,8239,4962
30165,GA,1196,Watch,0.26086290111379434,900.4060274588584,1315.8483737320823,2216.254401190941,53167,10702,3392
95240,CA,1197,Watch,0.26079517480870007,870.933605678438,1624.1363797798035,2495.0699854582417,50992,13340,3535
92551,CA,1198,Watch,0.26070912719447387,828.731304500979,1200.8210002763194,2029.5523047772986,66370,10381,2047
95219,CA,1199,Watch,0.2606645258936254,665.7116295714682,1550.9076923076923,2216.6193218791605,83558,8062,4435
77355,TX,1200,Watch,0.2605317180055185,673.2348515228398,1283.0284930816024,1956.2633446044422,88042,6552,4239
78733,TX,1201,Watch,0.2605045723307685,147.07941614477562,499.7982653389014,646.877681483677,184500,1711,2180
94124,CA,1202,Watch,0.2602834820407523,819.6219075105182,1395.323800585215,2214.945708095733,63267,11179,3838
85029,AZ,1203,Watch,0.2602344328699521,906.758044251711,1464.4325046021888,2371.1905488538996,48547,12793,2619
94510,CA,1204,Watch,0.26022792341290746,542.2588851469621,1493.3390379106365,2035.5979230575986,103163,6361,5839
91776,CA,1205,Watch,0.2600278424228134,870.1564937999464,1243.4998014244486,2113.656295224395,58658,11308,2995
92081,CA,1206,Watch,0.25995484116542644,653.5966234824825,1637.9900662251655,2291.586689707648,82989,8539,4174
28212,NC,1207,Watch,0.25990766044647406,1013.1375062487972,1021.5818710706578,2034.719377319455,41641,16037,1581
29036,SC,1208,Watch,0.2597398058395628,666.6554192305621,1241.4597305389223,1908.1151497694843,89321,4895,4034
90245,CA,1209,Watch,0.25967276561418484,472.10675416221306,1670.749332858922,2142.856087021135,109577,5191,3417
33993,FL,1210,Watch,0.25960993883638034,830.7542578671248,1085.798971100015,1916.5532289671398,67680,6696,2549
91722,CA,1211,Watch,0.25952931058453027,707.6454460163275,1375.2075864699152,2082.8530324862427,80089,9795,3540
94133,CA,1212,Watch,0.25952104751751837,693.4816360442024,1958.753322829556,2652.2349588737584,69756,10191,5230
92604,CA,1213,Watch,0.25933453218199193,519.2942347060659,1453.0054054054056,1972.2996401114715,106821,6889,5248
95662,CA,1214,Watch,0.25931555377435955,681.82934691785,1534.442890735225,2216.272237653075,80434,8097,4497
92011,CA,1215,Watch,0.25918631411822257,456.54890637930407,1445.2554501370441,1901.8043565163482,116382,5249,5502
32819,FL,1216,Watch,0.2590096404771236,704.2532363552072,1708.1703933237084,2412.4236296789154,73088,8028,3554
95113,CA,1217,Watch,0.25885719141979924,445.347324374548,600.9169054441261,1046.264229818674,135875,1241,827
95476,CA,1218,Watch,0.2586719726110289,649.9465847014158,1662.4794388001935,2312.426023501609,82036,7182,6244
94132,CA,1219,Watch,0.2586188787376801,647.8394510100894,1567.304604831059,2215.144055841148,84349,8791,4317
10018,NY,1220,Watch,0.25858981155878913,387.05870297300135,1631.0876312186217,2018.146334191623,122484,5490,2881
91302,CA,1221,Watch,0.2585795756232263,348.53886885293144,1365.2478534630795,1713.786722316011,133996,5212,5931
11361,NY,1222,Watch,0.25854534218148,612.4723787857891,1649.6658772449182,2262.1382560307075,87892,7573,4207
93955,CA,1223,Watch,0.25838625478063515,847.1389014716241,1105.8033671286391,1952.942268600263,63832,10509,3099
11727,NY,1224,Watch,0.25823491386641123,674.0103734126511,1447.2445820433436,2121.2549554559946,82655,7660,4268
34983,FL,1225,Watch,0.25818905892070537,857.6570392437912,1457.0562074067898,2314.713246650581,54579,9479,2689
28036,NC,1226,Watch,0.2579930591848241,492.6044777281515,1103.3487903225807,1595.9532680507323,117312,3819,3479
85248,AZ,1227,Watch,0.2579569650092704,736.5332388340106,1283.9640692987373,2020.497308132748,76457,5867,6285
11722,NY,1228,Watch,0.25795283183431666,703.8961209229387,1582.3953385531827,2286.2914594761214,75021,9216,3292
91011,CA,1229,Watch,0.25793244079815286,146.21096675510657,827.7229521250124,973.933918880119,175652,3517,4627
11576,NY,1230,Watch,0.2579247459908971,129.69544142196312,638.2467177242888,767.9421591462519,182199,2204,3290
14127,NY,1231,Watch,0.2577872783455943,586.5068352201563,1698.1491082740472,2284.6559434942037,90210,6201,5491
27302,NC,1232,Watch,0.25772517631755637,795.3251596916019,1510.99292852551,2306.318088217112,62517,9078,2807
11729,NY,1233,Watch,0.25767611689088804,592.1429689208361,1458.787856043832,2050.9308249646683,94387,6945,4067
77545,TX,1234,Watch,0.25765696241498437,732.5467351022899,1094.8783977110156,1827.4251328133055,80873,7466,2495
32533,FL,1235,Watch,0.2575211965007884,752.4699767642812,1215.426484999842,1967.8964617641232,75173,7178,3265
10308,NY,1236,Watch,0.2573162260376908,528.0010853428412,1496.441858914522,2024.4429442573633,103027,7343,5390
33596,FL,1237,Watch,0.257208742062137,584.2429376030681,1282.5619494174482,1866.8048870205162,98993,7096,4964
10576,NY,1238,Watch,0.25715537045953346,71.89729727858031,226.63050570962477,298.52780298820505,199167,657,1447
30606,GA,1239,Watch,0.2570909069916274,838.0252510174453,1695.5589334662345,2533.5841844836796,51615,13178,4937
11501,NY,1240,Watch,0.25706586936374043,498.7639920373475,1773.7325150532652,2272.496507090613,101339,6160,3935
95820,CA,1241,Watch,0.25699864927011506,861.8688763498106,1548.7921038490906,2410.660980198901,51068,11863,2021
11731,NY,1242,Watch,0.25697671240690145,409.8796013409915,1498.730387073032,1908.6099884140235,120619,5960,5985
77535,TX,1243,Watch,0.2569410922993419,882.6736253678504,1232.2042747850778,2114.8779001529283,54638,10220,2343
33175,FL,1244,Watch,0.256647428151774,829.54715632739,1396.8479167926466,2226.3950731200366,58945,13535,4037
32836,FL,1245,Watch,0.25653213673232184,516.5474791745271,1564.191699123661,2080.739178298188,102714,5940,3607
11763,NY,1246,Watch,0.2564882916464327,614.4783627699493,1536.179923929221,2150.6582866991703,88438,7175,4173
28056,NC,1247,Watch,0.25640019012993964,737.0578636855024,1578.4691488474264,2315.527012532929,68890,8469,3915
77066,TX,1248,Watch,0.2560890711883158,835.1080353697083,1197.7605637478794,2032.8685991175876,61930,10195,2658
92706,CA,1249,Watch,0.25600612167707293,757.5847430403379,1357.477050899411,2115.061793939749,70201,10910,3231
14086,NY,1250,Watch,0.25585353122301063,634.0297745293155,1597.9723772399675,2232.002151769283,83668,7499,5367
33914,FL,1251,Watch,0.2557198842233042,793.6804443298445,1316.7997479691262,2110.480192298971,65381,8074,4052
94547,CA,1252,Watch,0.2555914893859625,411.0471419443919,1609.2793293960754,2020.3264713404674,117018,6912,5021
93555,CA,1253,Watch,0.2555849997788227,731.2217939491752,1595.1238811739868,2326.345675123162,68794,9296,4152
33325,FL,1254,Watch,0.2554680049627023,664.2613624210668,1410.188645102918,2074.450007523985,82805,8052,3804
85741,AZ,1255,Watch,0.25533974946870114,822.04474256083,1308.3448337933517,2130.3895763541814,60972,9489,3247
94603,CA,1256,Watch,0.2552990339126853,910.975149143434,1066.4545279912186,1977.4296771346526,52634,11083,2016
32309,FL,1257,Watch,0.25520272429946655,639.6366195398223,1664.3014545668689,2303.938074106691,80902,7495,4879
32839,FL,1258,Watch,0.25517884901816507,967.2458503390781,1254.5858667747602,2221.8317171138383,39993,20120,1777
32907,FL,1259,Watch,0.2550984465887355,895.6047728779562,1059.8432536399735,1955.4480265179295,54951,10713,2340
11720,NY,1260,Watch,0.25508308646221906,493.95708538066253,1352.611252572465,1846.5683379531274,109550,7438,4928
12401,NY,1261,Watch,0.2549145026630064,831.7022066020194,1425.9924696217697,2257.694676223789,56668,9464,3375
95901,CA,1262,Watch,0.2547982296321312,869.9512117980736,1235.6465889640558,2105.5978007621293,54851,9974,2593
76013,TX,1263,Watch,0.2547519850313208,851.2329492668982,1351.9649122807016,2203.1978615476,55166,9284,3283
32807,FL,1264,Watch,0.25454910736924546,960.6534325275661,998.240231299917,1958.8936638274831,45989,11792,1473
85747,AZ,1265,Watch,0.2544372488887526,622.011694320824,1332.4449418084153,1954.456636129239,90080,7029,3674
14225,NY,1266,Watch,0.2543704714897613,866.3707581622784,1408.1835448655365,2274.554303027815,51378,10131,2537
32817,FL,1267,Watch,0.2542991891552479,825.1193262562205,1181.4648229271124,2006.584149183333,62421,9678,2948
33556,FL,1268,Watch,0.2542860025180417,452.8993180133258,1875.5928917609046,2328.4922097742306,103983,4740,4207
78620,TX,1269,Watch,0.2542598139241996,530.7449172288815,1108.1297517455391,1638.8746689744207,108570,3700,3283
77536,TX,1270,Watch,0.2542567288886192,665.7636023538082,1395.6613306190434,2061.424932972852,81960,8201,4349
77094,TX,1271,Watch,0.2542301636163679,142.53592233534857,594.6882813957827,737.2242037311313,178354,2187,2499
92119,CA,1272,Watch,0.25410981164004903,589.687600499572,1436.6709023644846,2026.3585028640566,92500,6293,4355
10301,NY,1273,Watch,0.2540929221566571,743.699667611334,1768.602025176512,2512.301692787846,62052,9897,4766
75069,TX,1274,Watch,0.25403948555230227,798.5872158631622,1562.1440557307028,2360.731271593865,58106,9578,3563
95632,CA,1275,Watch,0.25403603546330217,726.6313467023494,1219.4070055505033,1946.0383522528527,76334,8250,3884
32779,FL,1276,Watch,0.2539281939485022,568.6558130029023,1526.1777296777298,2094.833542680632,93635,6057,4974
90806,CA,1277,Watch,0.2538161623150607,850.9787405364541,1354.335409786851,2205.314150323305,54437,12480,2653
30008,GA,1278,Watch,0.2536474480385157,861.2629380487301,1395.094668239789,2256.357606288519,51878,11149,2134
91750,CA,1279,Watch,0.2536072604284256,621.7634122165261,1338.1451889259627,1959.9086011424888,89360,6946,5398
76901,TX,1280,Watch,0.25333146626171366,884.7130494326184,958.8866090370793,1843.5996584696977,57406,8711,2639
90807,CA,1281,Watch,0.25317720870676863,640.6792190860468,1675.736344537815,2316.415563623862,78948,9130,4935
11753,NY,1282,Watch,0.25316054229260443,159.5203216479042,558.9785529106764,718.4988745585806,175724,2591,3204
94703,CA,1283,Watch,0.25314560218691895,615.6631468668014,1658.9364759988503,2274.599622865652,83074,8175,3863
84780,UT,1284,Watch,0.253127350465848,766.7434155021265,1342.1712201634698,2108.9146356655965,66935,6741,2746
93704,CA,1285,Watch,0.2531120875491556,839.4390879465386,1145.5598519127932,1984.9989398593318,60109,8735,2572
78256,TX,1286,Watch,0.2530150767345787,692.5854854392828,697.552855002497,1390.1383404417797,91866,3457,1994
34232,FL,1287,Watch,0.2529673165217766,757.2833324977969,1393.6366197993043,2150.919952297101,67146,8566,3866
30009,GA,1288,Watch,0.2528885855855227,535.9070087448165,1147.7706557984438,1683.6776645432603,105890,4871,3614
13090,NY,1289,Watch,0.25287012932369163,681.358662714469,1537.859458533242,2219.218121247711,75495,8458,4085
10591,NY,1290,Watch,0.25271525878650036,542.8715421466775,1457.9855470565863,2000.8570892032637,98071,5935,4400
14534,NY,1291,Watch,0.2526616066748065,365.5229686972475,1596.447648451785,1961.9706171490325,121947,5963,7172
11797,NY,1292,Watch,0.25252244210182573,126.57378177382034,449.4645534375669,576.0383352113872,182569,1568,2066
90732,CA,1293,Watch,0.25218496505653637,534.9619257711809,1191.1507531163434,1726.1126788875242,104567,5379,4511
33703,FL,1294,Watch,0.25188438746238023,662.9697415094887,1517.9152150454756,2180.8849565549644,77953,6045,4185
94708,CA,1295,Watch,0.25184065369712383,152.52790848769044,822.5427425419905,975.0706510296809,170139,2393,3406
91780,CA,1296,Watch,0.2518339899783858,697.3590753595033,1379.0030737704917,2076.362149129995,75672,8842,4164
93035,CA,1297,Watch,0.2518113651408659,613.4831338713801,1203.8826106662639,1817.3657445376439,92109,7457,4585
81007,CO,1298,Watch,0.25159120018226666,714.2936135832138,1442.9399291266575,2157.2335427098715,71553,7639,3358
30815,GA,1299,Watch,0.25144492075217073,889.2924337273058,1074.6249858009407,1963.9174195282467,52793,10979,2312
32804,FL,1300,Watch,0.2514392443817938,600.0017257888346,1866.3467451129245,2466.3484709017594,79707,5611,3152
84098,UT,1301,Watch,0.2513905485654035,355.62595435200257,1182.3713751169319,1537.9973294689344,131324,4238,4223
95618,CA,1302,Watch,0.2513336795295524,575.9783613304559,1380.905839226867,1956.8842005573229,93643,6103,4599
28443,NC,1303,Watch,0.25118258827928497,749.4122094901695,1095.7020181597618,1845.1142276499313,73340,5019,2950
76040,TX,1304,Watch,0.2511449313558561,860.288667322214,1072.8305851405107,1933.1192524627247,56997,10088,2503
95212,CA,1305,Watch,0.2510561960411667,607.5193140068686,1048.3407703566202,1655.8600843634888,95759,7918,3316
