zcta,state_abbr,final_rank,investment_category_sf,composite_score,projected_delta_2023_2030,target_proxy_2023,target_proxy_2030_projection,median_hh_income_2019,pop_25_44_2019,hh_over_100k_2019
33037,FL,3261,Neutral,0.12707575017054915,246.04588201334957,470.6143045195261,716.6601865328757,67917,1861,1443
27021,NC,3262,Neutral,0.1268518082728059,331.9347211765272,529.7137236478948,861.648444824422,53466,3923,1268
11952,NY,3263,Neutral,0.12685045927040584,114.96302204978346,263.25184249315646,378.21486454293995,92042,750,984
12033,NY,3264,Neutral,0.12679465733453144,202.4584803884419,333.78152341739576,536.2400038058377,77232,1561,1168
33901,FL,3265,Neutral,0.12670135548318298,408.54632252215066,699.4685463710504,1108.014868893201,38112,5645,1315
93725,CA,3266,Neutral,0.12668517220565442,357.11056937005065,623.2362460815046,980.3468154515554,47524,7282,1107
29566,SC,3267,Neutral,0.12657214484076262,322.1449916297026,494.6901953383033,816.8351869680059,55484,2837,1261
12158,NY,3268,Neutral,0.12639619023682208,156.1107961273092,282.6760970904999,438.7868932178091,85043,1581,1126
12972,NY,3269,Neutral,0.1263429989215734,206.3970415305488,445.69587993770347,652.0929214682523,73897,1528,663
32951,FL,3270,Neutral,0.12632359563777382,225.38077124800668,298.8968481375358,524.2776193855425,74143,1476,1937
30512,GA,3271,Neutral,0.1261174566177342,340.9314777231934,535.9846858746802,876.9161635978735,51406,3736,1659
33708,FL,3272,Neutral,0.12605159493532986,277.2921570648848,445.96805174441397,723.2602088092988,62924,2150,2471
81647,CO,3273,Neutral,0.12601000470370105,124.74597562325062,230.81256217137985,355.55853779463047,90609,2095,1067
79065,TX,3274,Neutral,0.12596349346550567,362.2139545957301,439.45781593336403,801.6717705290941,50126,5529,1537
78237,TX,3275,Neutral,0.12589060609149239,490.41145157646986,404.05088004332515,894.462331619795,31399,10230,503
80903,CO,3276,Neutral,0.12585646207033385,358.6319084757016,715.3841009093576,1074.016009385059,44689,4954,1231
28557,NC,3277,Neutral,0.12580446585319693,313.0257007197124,549.3784435037447,862.4041442234571,55109,3357,1650
31093,GA,3278,Neutral,0.1257592714739389,394.4097982526377,569.8624772651349,964.2722755177726,42303,7478,1396
28786,NC,3279,Neutral,0.12571855905221063,346.1614433442041,531.3928587550218,877.5543020992259,50406,4233,1746
14615,NY,3280,Neutral,0.12568490243009522,398.53180132857653,547.0015886058615,945.533389934438,42110,5461,919
95722,CA,3281,Neutral,0.12566607308802327,111.55837246529957,150.020500112638,261.57887257793755,94071,810,968
29203,SC,3282,Neutral,0.12553452782101923,479.0146545014233,494.4093504202298,973.4240049216531,30922,10265,1266
12053,NY,3283,Neutral,0.1254907361376487,103.299011915165,225.6878612716763,328.9868731868413,93571,999,642
37189,TN,3284,Neutral,0.12546997510341304,228.00421865324117,177.32999164578112,405.3342102990223,75690,1383,492
77656,TX,3285,Neutral,0.12546920686644603,350.8402888912457,381.8673243053934,732.7076131966392,52702,3979,1254
81401,CO,3286,Neutral,0.12545743113277794,379.5214829970375,564.8130190986129,944.3345020956504,44436,4983,1394
77611,TX,3287,Neutral,0.1253429171027052,170.31746532420908,452.6986387434555,623.0161040676646,78449,2289,1144
33917,FL,3288,Neutral,0.12533303457621645,354.2986761219918,494.2699517271644,848.5686278491562,49671,4486,2105
80514,CO,3289,Neutral,0.12532794107683043,252.8071101716571,389.2802617230098,642.0873718946668,67292,1840,458
79907,TX,3290,Neutral,0.1253244041307176,462.7821802469511,561.6394984326018,1024.421678679553,31784,12159,1252
33565,FL,3291,Neutral,0.12529303388397794,329.8814550244676,481.8591668548205,811.740621879288,53606,4159,1494
75236,TX,3292,Neutral,0.12516560103241953,408.17771510275554,405.3109312570433,813.4886463597988,43279,5566,855
29582,SC,3293,Neutral,0.12512845191252434,281.90075231981683,561.919554516979,843.8203068367959,59040,3146,1971
34731,FL,3294,Neutral,0.12512568748460992,386.232368219001,253.27110058011274,639.5034687991138,49824,2950,1364
27949,NC,3295,Neutral,0.12504673310980927,150.47608036230045,367.6931060044477,518.1691863667481,83046,1286,1313
34142,FL,3296,Neutral,0.12497780017327512,438.67764455257185,561.6148181544935,1000.2924627070654,35172,8765,948
34606,FL,3297,Neutral,0.12495654894346889,392.6157544785725,532.0133546439354,924.6291091225079,42769,5417,1555
95320,CA,3298,Neutral,0.12495400313543689,228.60096504556904,491.3600769743172,719.9610420198862,68492,3238,1538
96073,CA,3299,Neutral,0.12493090901351754,105.80777185940045,250.94976034084857,356.757532200249,92222,583,684
37398,TN,3300,Neutral,0.12487719448972018,346.5743583622493,402.26514765784117,748.8395060200905,52459,3621,1124
29307,SC,3301,Neutral,0.12487133101956777,343.3997730302075,645.9921068281343,989.3918798583418,47726,3910,1404
95655,CA,3302,Neutral,0.12483017177586259,143.85071833852845,245.96858222310598,389.81930056163446,86486,1383,589
33966,FL,3303,Neutral,0.12479324745046554,220.83566678909156,718.7154020670532,939.5510688561448,64686,1939,1480
79382,TX,3304,Neutral,0.12474248075713161,209.55503993649592,341.80660194174754,551.3616418782435,74413,2089,944
27235,NC,3305,Neutral,0.12473963760941316,95.24154343042669,159.8033447511586,255.0448881815853,95625,796,815
80751,CO,3306,Neutral,0.12471798303165964,330.3548706339137,482.6431103620619,812.9979809959757,53077,4555,1157
78652,TX,3307,Neutral,0.12465169176752887,139.21609110392603,276.26815642458104,415.48424752850707,86404,1599,843
